subject,area,quadrant,prf_size,zscore,deviation_class
sub-02,V1,UL,0.8230916968492111,-0.811545007314302,0
sub-02,V1,UR,0.6358449513644696,-1.1307709570984932,0
sub-02,V1,DL,1.0460837472052182,0.00445112666836033,0
sub-02,V1,DR,0.9342584983428072,0.036770110215105914,0
sub-02,V2,UL,0.9756518848543448,-0.5443978846424892,0
sub-02,V2,UR,1.1301077376847286,0.21397076576870586,0
sub-02,V2,DL,1.2482775320072643,0.2878225393042277,0
sub-02,V2,DR,1.135832360359606,0.5334081280457413,0
sub-02,V3,UL,1.2177146906106455,0.1443083407957223,0
sub-02,V3,UR,1.538356776834188,0.5231963412737753,0
sub-02,V3,DL,1.6161461902671268,0.7271554920406734,0
sub-02,V3,DR,1.603484819779471,1.1426441840652792,0
sub-04,V1,UL,0.949283361644465,-0.3141900978935172,0
sub-04,V1,UR,0.9326632066047212,-0.03937844794212461,0
sub-04,V1,DL,1.2338785843920588,0.8756880394656686,0
sub-04,V1,DR,0.9617507447581556,0.1545591942053561,0
sub-04,V2,UL,1.4814439496780558,1.4625333165897667,0
sub-04,V2,UR,1.158737203868313,0.3259785009799577,0
sub-04,V2,DL,1.3790456753808449,0.7337189175968241,0
sub-04,V2,DR,1.0105308979620335,0.007499657300749911,0
sub-04,V3,UL,1.2859339034347994,0.39400398963230593,0
sub-04,V3,UR,1.3846508540237914,0.007003380496260858,0
sub-04,V3,DL,1.869087469807373,1.4475176567807737,0
sub-04,V3,DR,1.5991202118357801,1.1274565984947904,0
sub-05,V1,UL,0.7385858561228751,-1.1446049984648021,0
sub-05,V1,UR,0.8815213855599897,-0.22742550841573633,0
sub-05,V1,DL,0.6225098604265114,-1.9606359384860417,0
sub-05,V1,DR,0.7644546048907486,-0.6907457415462768,0
sub-05,V2,UL,0.8186654857278848,-1.1673038661465769,0
sub-05,V2,UR,1.230939351218474,0.608456663521377,0
sub-05,V2,DL,0.7734362380956595,-1.331302790127736,0
sub-05,V2,DR,0.9543271181431088,-0.22839578501159422,0
sub-05,V3,UL,0.8577662208076964,-1.1731733919070113,0
sub-05,V3,UR,0.8146666682085424,-1.9071832630156538,0
sub-05,V3,DL,0.8632006028382019,-1.4171900820691667,0
sub-05,V3,DR,1.2000056821387353,-0.26134765389202613,0
sub-06,V1,UL,0.8971851726111791,-0.5195229154744401,0
sub-06,V1,UR,0.9294590408194564,-0.05116007684935816,0
sub-06,V1,DL,0.9716182148140813,-0.34101694648060854,0
sub-06,V1,DR,0.7066235962992419,-0.9385196566099409,0
sub-06,V2,UL,1.1855845533595115,0.2885934805498737,0
sub-06,V2,UR,1.3011745896177336,0.8832396418234357,0
sub-06,V2,DL,1.3355687361084052,0.5854701984462802,0
sub-06,V2,DR,0.9310963048847397,-0.3258988886554032,0
sub-06,V3,UL,1.6840875032816895,1.8513239635032264,0
sub-06,V3,UR,1.403479959582042,0.07023745481944173,0
sub-06,V3,DL,1.482845013296362,0.34752143397153756,0
sub-06,V3,DR,1.3546374571615174,0.27672663488110805,0
sub-07,V1,UL,1.2104156367655579,0.7150016419128922,0
sub-07,V1,UR,1.0068181161708984,0.2332871020665344,0
sub-07,V1,DL,1.2080666957908517,0.7559389000577003,0
sub-07,V1,DR,0.6364815487316339,-1.239039570747499,0
sub-07,V2,UL,1.176151160642371,0.2511627427147413,0
sub-07,V2,UR,1.0830273905183587,0.029777214088436962,0
sub-07,V2,DL,1.146585073971608,-0.05893086384099173,0
sub-07,V2,DR,0.8535715780299277,-0.6512814481643592,0
sub-07,V3,UL,1.2378644076309442,0.21806024230514034,0
sub-07,V3,UR,1.3869770994286894,0.014815646159768332,0
sub-07,V3,DL,1.2764269478810146,-0.24034530219085243,0
sub-07,V3,DR,0.9203066531222057,-1.2346201658736815,0
sub-08,V1,UL,0.8357619065611531,-0.7616083414192162,0
sub-08,V1,UR,0.4033208360200285,-1.985755693396882,0
sub-08,V1,DL,1.0582089590044044,0.06070364272888531,0
sub-08,V1,DR,0.7392112561504277,-0.7988995417140521,0
sub-08,V2,UL,0.7956381395571132,-1.2586740214450893,0
sub-08,V2,UR,0.42110610582930713,-2.559873026356966,-1
sub-08,V2,DL,0.9396060242221896,-0.7646930340818715,0
sub-08,V2,DR,0.7382935707801056,-1.1351200191055586,0
sub-08,V3,UL,1.021144593277358,-0.5751766248549994,0
sub-08,V3,UR,0.6604002674329014,-2.4252584855501667,-1
sub-08,V3,DL,1.0683700943345182,-0.8328792123623668,0
sub-08,V3,DR,0.9299310897290194,-1.2011298830305182,0
sub-09,V1,UL,1.3824256090577423,1.3929386857553365,0
sub-09,V1,UR,1.0623532537939322,0.4374882659999569,0
sub-09,V1,DL,1.4375806734291459,1.8207234932703078,0
sub-09,V1,DR,1.2116490512079452,1.2252353464095778,0
sub-09,V2,UL,1.2546127310450774,0.5624902321915812,0
sub-09,V2,UR,1.8004330269512743,2.836500191365309,1
sub-09,V2,DL,1.917971304819105,2.571360564378264,1
sub-09,V2,DR,1.7040256596957493,2.9181980851916136,1
sub-09,V3,UL,1.0870546283308242,-0.3339330178679329,0
sub-09,V3,UR,1.7046016744454249,1.0814991336649007,0
sub-09,V3,DL,1.7282906001543799,1.0465362985927682,0
sub-09,V3,DR,1.9386760914639094,2.3090138069192765,1
sub-10,V1,UL,1.128164307490905,0.3908272799413024,0
sub-10,V1,UR,0.8282031805244904,-0.42347507258525185,0
sub-10,V1,DL,0.9958940778859076,-0.2283938929663868,0
sub-10,V1,DR,1.0138812230126304,0.3779094868224109,0
sub-10,V2,UL,1.1344385878672247,0.08565151862052818,0
sub-10,V2,UR,1.3894292103481822,1.2285202742514874,0
sub-10,V2,DL,1.220627377125207,0.19354037238596886,0
sub-10,V2,DR,1.22080064587427,0.8900323863888454,0
sub-10,V3,UL,1.0269982734925773,-0.5537510114696811,0
sub-10,V3,UR,1.244758224227119,-0.4628001862457541,0
sub-10,V3,DL,1.2290400530299146,-0.37530044362643017,0
sub-10,V3,DR,1.3090059395322595,0.11794202291901801,0
sub-11,V1,UL,1.057163759040792,0.11099523714729985,0
sub-11,V1,UR,0.90970069288524,-0.12381097533016241,0
sub-11,V1,DL,1.1160652409910583,0.3291163917643261,0
sub-11,V1,DR,0.8490979950184424,-0.3280955878140471,0
sub-11,V2,UL,1.2504504401414867,0.545974687437171,0
sub-11,V2,UR,1.0676563332598918,-0.030359335447038654,0
sub-11,V2,DL,1.0719143204278734,-0.31354500540918234,0
sub-11,V2,DR,0.949804660971193,-0.24737719584098636,0
sub-11,V3,UL,1.3954659204730393,0.7949125743332355,0
sub-11,V3,UR,1.1853942504316342,-0.66216313099584,0
sub-11,V3,DL,1.2980331577084487,-0.17881206368028033,0
sub-11,V3,DR,1.108247766168362,-0.5806389209539831,0
sub-12,V1,UL,0.9449796936379611,-0.3311519979922661,0
sub-12,V1,UR,0.9641449597477035,0.0763790870098611,0
sub-12,V1,DL,0.9509304657043296,-0.43699365668789175,0
sub-12,V1,DR,0.8221657779344475,-0.44348525558522217,0
sub-12,V2,UL,0.9864040464142894,-0.5017344068695355,0
sub-12,V2,UR,1.1116005470425303,0.14156464769221538,0
sub-12,V2,DL,0.8410344297310065,-1.100804841225758,0
sub-12,V2,DR,0.9072029107403728,-0.4261829406922511,0
sub-12,V3,UL,1.3875357663215047,0.765886660602075,0
sub-12,V3,UR,1.1353982196854049,-0.8300655687558646,0
sub-12,V3,DL,1.1552577818595262,-0.5854280933178885,0
sub-12,V3,DR,1.163715882824122,-0.3876257616939535,0
sub-13,V1,UL,0.9352585892862103,-0.3694654553999287,0
sub-13,V1,UR,0.6035866482165797,-1.2493838449251042,0
sub-13,V1,DL,0.7683751108272348,-1.2839230301482303,0
sub-13,V1,DR,0.5149676677230528,-1.7596594036946653,0
sub-13,V2,UL,1.38880019427681,1.09493236701992,0
sub-13,V2,UR,0.9444402454902107,-0.5124205392492293,0
sub-13,V2,DL,1.0901365666103582,-0.25141034961680203,0
sub-13,V2,DR,0.899475631781958,-0.4586154549046202,0
sub-13,V3,UL,1.4925888110522059,1.1504013314750223,0
sub-13,V3,UR,1.2430195369515706,-0.46863924642132426,0
sub-13,V3,DL,0.9004912962693873,-1.310988339539933,0
sub-13,V3,DR,1.036887219109167,-0.8289531862444194,0
sub-14,V1,UL,1.0301443984900847,0.004504751891335245,0
sub-14,V1,UR,0.8357287377321868,-0.39580380702559304,0
sub-14,V1,DL,0.9466639491359508,-0.45678731437899583,0
sub-14,V1,DR,0.8053279954694555,-0.5156258490825673,0
sub-14,V2,UL,1.2670244728994895,0.6117387548981243,0
sub-14,V2,UR,1.373421123392405,1.165891458419445,0
sub-14,V2,DL,1.1887757199819595,0.08493182143164735,0
sub-14,V2,DR,1.2985143770819045,1.2162082246692947,0
sub-14,V3,UL,1.6947253855318813,1.8902606911602238,0
sub-14,V3,UR,1.6869320079265104,1.0221588212710777,0
sub-14,V3,DL,1.3942582574344071,0.0952314663711054,0
sub-14,V3,DR,1.793545153629821,1.803999710414533,0
sub-15,V1,UL,1.2132302218309197,0.7260946701450767,0
sub-15,V1,UR,1.42763368711501,1.7806143090572764,0
sub-15,V1,DL,1.2895687253636783,1.1340514067455045,0
sub-15,V1,DR,1.0724083390173216,0.6286658374906113,0
sub-15,V2,UL,1.300497526695213,0.7445564100872734,0
sub-15,V2,UR,1.5938234167162364,2.0281765444306985,1
sub-15,V2,DL,1.2341558326381619,0.23967002722006675,0
sub-15,V2,DR,1.2836475224520165,1.1538098724586507,0
sub-15,V3,UL,1.826929142876975,2.374152275397759,1
sub-15,V3,UR,1.8492324404996177,1.567214856156136,0
sub-15,V3,DL,1.6039670711499057,0.6924700637552796,0
sub-15,V3,DR,1.4586241441184702,0.6385705225167078,0
sub-16,V1,UL,1.2794915724074438,0.9872482738126107,0
sub-16,V1,UR,1.064133566616688,0.44403442697357354,0
sub-16,V1,DL,1.33217875908614,1.3317322098530575,0
sub-16,V1,DR,1.1470974647910854,0.948667469078371,0
sub-16,V2,UL,1.1768574701024563,0.2539653064395499,0
sub-16,V2,UR,1.0980757289111185,0.08865118300064814,0
sub-16,V2,DL,1.4761635314899402,1.064873732442471,0
sub-16,V2,DR,1.2051744719785986,0.8244470607284562,0
sub-16,V3,UL,1.199196031122145,0.07652642855812324,0
sub-16,V3,UR,1.418174992627148,0.11958800994173051,0
sub-16,V3,DL,1.583959723368091,0.6354902920667176,0
sub-16,V3,DR,1.54941523268615,0.9544975071276999,0
sub-17,V1,UL,0.9806991754203056,-0.1903720213175825,0
sub-17,V1,UR,0.8897686011941635,-0.19710072479604646,0
sub-17,V1,DL,1.1391212516446174,0.43608018184575165,0
sub-17,V1,DR,0.5986629641808475,-1.4010713074322838,0
sub-17,V2,UL,1.11012903796098,-0.010806290008319236,0
sub-17,V2,UR,1.0173316000193489,-0.2272459752201417,0
sub-17,V2,DL,1.0767071478339811,-0.2972023065910181,0
sub-17,V2,DR,0.8663365343139294,-0.5977050691661194,0
sub-17,V3,UL,1.6071010928497647,1.56953865832901,0
sub-17,V3,UR,1.4499510570849876,0.22630205514207513,0
sub-17,V3,DL,1.3424306916685227,-0.052370449520926794,0
sub-17,V3,DR,0.8830866269627848,-1.3641351966679487,0
sub-18,V1,UL,1.0839345344956903,0.21650598243382893,0
sub-18,V1,UR,0.6726428336520563,-0.9954661624220917,0
sub-18,V1,DL,1.0482372524054984,0.014441887066732342,0
sub-18,V1,DR,0.8920101014489545,-0.14424092449630999,0
sub-18,V2,UL,1.0400699187156244,-0.2887937123561998,0
sub-18,V2,UR,1.2588831958353046,0.7177820253201574,0
sub-18,V2,DL,0.9734715098154106,-0.649217682168386,0
sub-18,V2,DR,1.248751406776127,1.0073457971087771,0
sub-18,V3,UL,1.0490407035985616,-0.4730714102342346,0
sub-18,V3,UR,1.756544579713083,1.2559397900251175,0
sub-18,V3,DL,1.073332445001938,-0.8187467240809785,0
sub-18,V3,DR,1.690314743758255,1.4447874504296863,0
sub-19,V1,UL,0.9002563994984364,-0.5074183935727687,0
sub-19,V1,UR,0.7135935247675651,-0.8448916046272327,0
sub-19,V1,DL,0.7636907929240283,-1.3056549942942433,0
sub-19,V1,DR,0.9026086894380693,-0.09883183162091172,0
sub-19,V2,UL,0.971417793016738,-0.5611983281621749,0
sub-19,V2,UR,0.7695130259831962,-1.1967924223343762,0
sub-19,V2,DL,0.9176244184699344,-0.8396464450665728,0
sub-19,V2,DR,1.5635626202647255,2.328654269422116,1
sub-19,V3,UL,1.0038341381192242,-0.6385362731627034,0
sub-19,V3,UR,1.0103976362071894,-1.249856947674495,0
sub-19,V3,DL,1.075014932831292,-0.8139550958536472,0
sub-19,V3,DR,1.4412306475973715,0.578046136319309,0
sub-20,V1,UL,0.9868540434291921,-0.1661140497152316,0
sub-20,V1,UR,1.0086747837285064,0.2401140172868492,0
sub-20,V1,DL,1.1551702707777258,0.5105364240535332,0
sub-20,V1,DR,1.3154190072686516,1.6698322660441716,0
sub-20,V2,UL,1.2554836738743473,0.5659460442932608,0
sub-20,V2,UR,1.2350413428820932,0.6245049821715115,0
sub-20,V2,DL,1.2446570732850764,0.27547741158172456,0
sub-20,V2,DR,1.4886344397467826,2.0141697927217113,1
sub-20,V3,UL,1.041285277193678,-0.5014577862711938,0
sub-20,V3,UR,1.4777894613343956,0.31979219560041844,0
sub-20,V3,DL,1.4172046329237475,0.16058141933443876,0
sub-20,V3,DR,1.4829503063490268,0.7232185997883951,0
sub-48,V1,UL,0.8380781301183431,-0.7524794884212499,0
sub-48,V1,UR,0.517823322325259,-1.5647332204625377,0
sub-48,V1,DL,0.47379972903323225,-2.6505471081304934,-1
sub-48,V1,DR,0.6378471395426794,-1.2331887687319625,0
sub-48,V2,UL,0.8790117766441797,-0.9278559535725371,0
sub-48,V2,UR,0.5914037541508813,-1.8936135237177303,0
sub-48,V2,DL,0.5396831173655875,-2.128359835209168,-1
sub-48,V2,DR,1.063849542815891,0.23128576833843464,0
sub-48,V3,UL,1.0724122648786014,-0.3875269291921244,0
sub-48,V3,UR,0.5495490499897872,-2.797531831245098,-1
sub-48,V3,DL,0.4585826370287207,-2.569518694753665,-1
sub-48,V3,DR,0.7897933513688284,-1.6887690754754463,0
